persona_id,age,age_bucket,gender,race_ethnicity,education,income_bracket,ses,party_id,ideology,persona_text
8696,83,65+,female,White,Bachelor's,25k-50k,Upper-middle,Independent / Other,Moderate,"83-year-old White female American with bachelor's education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
8697,31,30-44,male,Hispanic,No HS / HS only,50k-75k,Middle,Democrat,Moderate,"31-year-old Hispanic male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a moderate political ideology."
8698,57,45-64,female,White,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Very liberal,"57-year-old White female American with some college / associate education, 75k-100k income, Independent / Other party identification, and a very liberal political ideology."
8699,74,65+,male,White,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Moderate,"74-year-old White male American with some college / associate education, 75k-100k income, Independent / Other party identification, and a moderate political ideology."
8700,35,30-44,male,White,No HS / HS only,150k+,High,Democrat,Very conservative,"35-year-old White male American with no hs / hs only education, 150k+ income, Democrat party identification, and a very conservative political ideology."
8701,22,18-29,male,Hispanic,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Conservative,"22-year-old Hispanic male American with some college / associate education, 75k-100k income, Independent / Other party identification, and a conservative political ideology."
8702,28,18-29,female,White,Some college / Associate,50k-75k,Middle,Democrat,Moderate,"28-year-old White female American with some college / associate education, 50k-75k income, Democrat party identification, and a moderate political ideology."
8703,47,45-64,male,Black,Bachelor's,75k-100k,Upper-middle,Democrat,Very liberal,"47-year-old Black male American with bachelor's education, 75k-100k income, Democrat party identification, and a very liberal political ideology."
8704,55,45-64,male,Hispanic,No HS / HS only,<25k,Low,Republican,Very liberal,"55-year-old Hispanic male American with no hs / hs only education, <25k income, Republican party identification, and a very liberal political ideology."
8705,55,45-64,male,White,Bachelor's,50k-75k,Upper-middle,Republican,Conservative,"55-year-old White male American with bachelor's education, 50k-75k income, Republican party identification, and a conservative political ideology."
8706,79,65+,female,White,Some college / Associate,50k-75k,Middle,Independent / Other,Conservative,"79-year-old White female American with some college / associate education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
8707,51,45-64,female,White,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Very conservative,"51-year-old White female American with some college / associate education, 25k-50k income, Independent / Other party identification, and a very conservative political ideology."
8708,34,30-44,male,White,Bachelor's,50k-75k,Upper-middle,Independent / Other,Liberal,"34-year-old White male American with bachelor's education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
8709,27,18-29,female,White,No HS / HS only,25k-50k,Lower-middle,Republican,Conservative,"27-year-old White female American with no hs / hs only education, 25k-50k income, Republican party identification, and a conservative political ideology."
8710,37,30-44,female,White,Some college / Associate,50k-75k,Middle,Independent / Other,Moderate,"37-year-old White female American with some college / associate education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
8711,54,45-64,male,Black,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Moderate,"54-year-old Black male American with some college / associate education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
8712,80,65+,female,White,Bachelor's,25k-50k,Upper-middle,Democrat,Moderate,"80-year-old White female American with bachelor's education, 25k-50k income, Democrat party identification, and a moderate political ideology."
8713,29,18-29,male,White,Bachelor's,<25k,Upper-middle,Democrat,Very conservative,"29-year-old White male American with bachelor's education, <25k income, Democrat party identification, and a very conservative political ideology."
8714,86,65+,female,White,No HS / HS only,50k-75k,Middle,Independent / Other,Moderate,"86-year-old White female American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
8715,26,18-29,female,White,Bachelor's,<25k,Upper-middle,Republican,Conservative,"26-year-old White female American with bachelor's education, <25k income, Republican party identification, and a conservative political ideology."
8716,67,65+,female,White,No HS / HS only,<25k,Low,Independent / Other,Very conservative,"67-year-old White female American with no hs / hs only education, <25k income, Independent / Other party identification, and a very conservative political ideology."
8717,82,65+,female,Hispanic,Some college / Associate,50k-75k,Middle,Democrat,Moderate,"82-year-old Hispanic female American with some college / associate education, 50k-75k income, Democrat party identification, and a moderate political ideology."
8718,79,65+,female,Other / Mixed,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Liberal,"79-year-old Other / Mixed female American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a liberal political ideology."
8719,67,65+,female,White,Graduate degree,25k-50k,Upper-middle,Independent / Other,Conservative,"67-year-old White female American with graduate degree education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8720,33,30-44,male,White,Graduate degree,25k-50k,Upper-middle,Independent / Other,Conservative,"33-year-old White male American with graduate degree education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
8721,19,18-29,male,White,Graduate degree,100k-150k,High,Independent / Other,Moderate,"19-year-old White male American with graduate degree education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
8722,62,45-64,female,White,Graduate degree,25k-50k,Upper-middle,Republican,Liberal,"62-year-old White female American with graduate degree education, 25k-50k income, Republican party identification, and a liberal political ideology."
8723,29,18-29,male,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Liberal,"29-year-old White male American with no hs / hs only education, 25k-50k income, Democrat party identification, and a liberal political ideology."
